Tail Number	Serial Number	Manufacturer name	Model	Type Aircraft	Pending Number Change	Date Change Authorized	MFR Year	Type Registration	Certificate Issue Date	Expiration Date	Type Engine	Dealer	Mode S Code (base 8)	Fractional Owner	Engine Manufacturer	Engine Model	A/W Date	Airworthiness Classification	Airworthiness Category	Exception Code
N819UA	0893	AIRBUS INDUSTRIE	A319-131	Fixed Wing Multi-Engine	None	None	1998	Corporation	04/01/2013	04/30/2019	Turbo-jet	No	52626216	NO	IAE	V2500SERIES	11/09/1998	Standard	Transport	No
N820AW	1397	AIRBUS INDUSTRIE	A319-132	Fixed Wing Multi-Engine	None	None	2000	Corporation	12/08/2004	02/28/2022	Turbo-jet	No	52630360	NO	IAE	V2500SERIES	02/12/2001	Standard	Transport	No
N820DN	31931	BOEING	737-932ER	Fixed Wing Multi-Engine	None	None	2014	Corporation	04/23/2014	04/30/2020	Turbo-fan	No	52630463	NO	CFM INTL	CFM56-7B27E	04/20/2014	Standard	Transport	Yes
N820NW	0859	AIRBUS	A330-323	Fixed Wing Multi-Engine	None	None	2007	Corporation	12/31/2009	05/31/2019	Turbo-fan	No	52631034	NO	P & W	PW4168A	09/14/2007	Standard	Transport	Yes
N820SK	15108	BOMBARDIER INC	CL-600-2D24	Fixed Wing Multi-Engine	None	None	2006	Corporation	04/12/2007	01/31/2020	Turbo-fan	No	52631165	NO	GE	CF34-8C5	04/12/2007	Standard	Transport	Yes
N820UA	0898	AIRBUS INDUSTRIE	A319-131	Fixed Wing Multi-Engine	None	None	1998	Corporation	04/01/2013	04/30/2019	Turbo-jet	No	52631236	NO	IAE	V2500SERIES	11/23/1998	Standard	Transport	No
N821AW	1406	AIRBUS INDUSTRIE	A319-132	Fixed Wing Multi-Engine	None	None	2000	Corporation	12/09/2004	02/28/2022	Turbo-jet	No	52632247	NO	IAE	V2500SERIES	02/12/2001	Standard	Transport	No
N821DN	31932	BOEING	737-932ER	Fixed Wing Multi-Engine	None	None	2014	Corporation	05/07/2014	05/31/2020	Turbo-fan	No	52632352	NO	CFM INTL	CFM56-7B27E	05/01/2014	Standard	Transport	Yes
N821JB	5417	AIRBUS	A320-232	Fixed Wing Multi-Engine	None	None	2012	Corporation	12/17/2012	12/31/2021	Turbo-fan	No	52632534	NO	IAE	V2527-A5	12/18/2012	Standard	Transport	No
N821NW	0865	AIRBUS	A330-323	Fixed Wing Multi-Engine	None	None	2007	Corporation	12/31/2009	05/31/2019	Turbo-fan	No	52632723	NO	P & W	PW4168A	10/17/2007	Standard	Transport	Yes
N821SK	15109	BOMBARDIER INC	CL-600-2D24	Fixed Wing Multi-Engine	None	None	2007	Corporation	04/17/2007	01/31/2020	Turbo-fan	No	52633054	NO	GE	CF34-8C5	04/17/2007	Standard	Transport	Yes
N821UA	0944	AIRBUS INDUSTRIE	A319-131	Fixed Wing Multi-Engine	None	None	1998	Corporation	04/01/2013	04/30/2019	Turbo-jet	No	52633125	NO	IAE	V2500SERIES	02/04/1999	Standard	Transport	No
N822AW	1410	AIRBUS INDUSTRIE	A319-132	Fixed Wing Multi-Engine	None	None	2000	Corporation	01/11/2005	05/31/2019	Turbo-jet	No	52634136	NO	IAE	V2500SERIES	02/12/2001	Standard	Transport	No
N822DN	31933	BOEING	737-932ER	Fixed Wing Multi-Engine	None	None	2014	Corporation	06/12/2014	06/30/2020	Turbo-fan	No	52634241	NO	CFM INTL	CFM56-7B27E	06/11/2014	Standard	Transport	Yes
N822NW	1627	AIRBUS	A330-302	Fixed Wing Multi-Engine	None	None	2015	Corporation	11/14/2016	11/30/2019	Turbo-fan	No	52634612	NO	GE	CF6-80E1A4	05/28/2015	Standard	Transport	No
N822SK	15203	BOMBARDIER INC	CL-600-2D24	Fixed Wing Multi-Engine	None	None	2008	Corporation	11/13/2008	10/31/2021	Turbo-fan	No	52634743	NO	GE	CF34-8C5	11/13/2008	Standard	Transport	No
N822UA	0948	AIRBUS INDUSTRIE	A319-131	Fixed Wing Multi-Engine	None	None	1998	Corporation	04/01/2013	04/30/2019	Turbo-jet	No	52635014	NO	IAE	V2500SERIES	02/26/1999	Standard	Transport	No
N823AW	1463	AIRBUS INDUSTRIE	A319-132	Fixed Wing Multi-Engine	None	None	2001	Corporation	02/26/2013	02/28/2019	Turbo-jet	No	52636025	NO	IAE	V2500SERIES	05/11/2001	Standard	Transport	No
N823DN	31934	BOEING	737-932ER	Fixed Wing Multi-Engine	None	None	2014	Corporation	07/10/2014	07/31/2020	Turbo-fan	No	52636130	NO	CFM INTL	CFM56-7B27E	07/02/2014	Standard	Transport	Yes
N823NW	1628	AIRBUS	A330-302	Fixed Wing Multi-Engine	None	None	2015	Corporation	11/16/2016	11/30/2019	Turbo-fan	No	52636501	NO	GE	CF6-80E1A4	08/26/2015	Standard	Transport	Yes
N823SK	15205	BOMBARDIER INC	CL-600-2D24	Fixed Wing Multi-Engine	None	None	2008	Corporation	12/04/2008	01/31/2022	Turbo-fan	No	52636632	NO	GE	CF34-8C5	12/04/2008	Standard	Transport	Yes
N823UA	0952	AIRBUS INDUSTRIE	A319-131	Fixed Wing Multi-Engine	None	None	1998	Corporation	04/01/2013	04/30/2019	Turbo-jet	No	52636703	NO	IAE	V2500SERIES	02/26/1999	Standard	Transport	No
N824AW	1490	AIRBUS INDUSTRIE	A319-132	Fixed Wing Multi-Engine	None	None	2001	Corporation	01/11/2005	05/31/2019	Turbo-jet	No	52637714	NO	IAE	V2500SERIES	06/05/2001	Standard	Transport	No
N824DN	31935	BOEING	737-932ER	Fixed Wing Multi-Engine	None	None	2014	Corporation	07/17/2014	07/31/2020	Turbo-fan	No	52640017	NO	CFM INTL	CFM56-7B27E	07/14/2014	Standard	Transport	Yes
N824NW	1637	AIRBUS	A330-302	Fixed Wing Multi-Engine	None	None	2015	Corporation	11/08/2016	11/30/2019	Turbo-fan	No	52640370	NO	GE	CF6-80E1A4	06/25/2015	Standard	Transport	No
N824SK	15208	BOMBARDIER INC	CL-600-2D24	Fixed Wing Multi-Engine	None	None	2008	Corporation	12/11/2008	01/31/2022	Turbo-fan	No	52640521	NO	GE	CF34-8C5	12/12/2008	Standard	Transport	Yes
N824UA	0965	AIRBUS INDUSTRIE	A319-131	Fixed Wing Multi-Engine	None	None	1999	Corporation	04/01/2013	04/30/2019	Turbo-jet	No	52640572	NO	IAE	V2500SERIES	03/15/1999	Standard	Transport	No
N825AW	1527	AIRBUS INDUSTRIE	A319-132	Fixed Wing Multi-Engine	None	None	2001	Corporation	01/19/2005	05/31/2019	Turbo-jet	No	52641603	NO	IAE	V2500SERIES	07/12/2001	Standard	Transport	No
N825DN	31936	BOEING	737-932ER	Fixed Wing Multi-Engine	None	None	2014	Corporation	08/08/2014	08/31/2020	Turbo-fan	No	52641706	NO	CFM INTL	CFM56-7B27E	07/30/2014	Standard	Transport	Yes
N825MH	29703	BOEING	767-432ER	Fixed Wing Multi-Engine	None	None	2000	Corporation	12/15/2000	05/31/2019	Turbo-fan	No	52642211	NO	GE	CF6-80 SERIES	12/14/2000	Standard	Transport	Yes
N825SK	15212	BOMBARDIER INC	CL-600-2D24	Fixed Wing Multi-Engine	None	None	2009	Corporation	01/20/2009	04/30/2019	Turbo-fan	No	52642410	NO	GE	CF34-8C5	01/21/2009	Standard	Transport	Yes
N825UA	0980	AIRBUS INDUSTRIE	A319-131	Fixed Wing Multi-Engine	None	None	1999	Corporation	04/01/2013	04/30/2019	Turbo-jet	No	52642461	NO	IAE	V2500SERIES	04/26/1999	Standard	Transport	No
N826AW	1534	AIRBUS INDUSTRIE	A319-132	Fixed Wing Multi-Engine	None	None	None	Corporation	01/19/2005	05/31/2019	Turbo-jet	No	52643472	NO	Unknown	Unknown	None	Unknown	None	No
N826DN	31937	BOEING	737-932ER	Fixed Wing Multi-Engine	None	None	2014	Corporation	08/14/2014	08/31/2020	Turbo-fan	No	52643575	NO	CFM INTL	CFM56-7B27E	08/08/2014	Standard	Transport	Yes
N826MH	29713	BOEING	767-432ER	Fixed Wing Multi-Engine	None	None	2000	Corporation	12/01/2000	05/31/2019	Turbo-fan	No	52644100	NO	GE	CF6-80 SERIES	11/30/2000	Standard	Transport	Yes
N826UA	0989	AIRBUS INDUSTRIE	A319-131	Fixed Wing Multi-Engine	None	None	1999	Corporation	04/01/2013	04/30/2019	Turbo-jet	No	52644350	NO	IAE	V2500SERIES	04/26/1999	Standard	Transport	No
N827AW	1547	AIRBUS INDUSTRIE	A319-132	Fixed Wing Multi-Engine	None	None	2001	Corporation	01/25/2005	05/31/2019	Turbo-jet	No	52645361	NO	IAE	V2500SERIES	08/02/2001	Standard	Transport	No
N827DN	31938	BOEING	737-932ER	Fixed Wing Multi-Engine	None	None	2014	Corporation	09/05/2014	09/30/2020	Turbo-fan	No	52645464	NO	CFM INTL	CFM56-7B27E	08/31/2014	Standard	Transport	Yes
N827JB	5677	AIRBUS	A320-232	Fixed Wing Multi-Engine	None	None	2013	Corporation	07/10/2013	07/31/2019	Turbo-fan	No	52645646	NO	IAE	V2527-A5	07/11/2013	Standard	Transport	No
N827MH	29705	BOEING	767-432ER	Fixed Wing Multi-Engine	None	None	2001	Corporation	02/27/2001	09/30/2019	Turbo-fan	No	52645767	NO	GE	CF6-80 SERIES	02/23/2001	Standard	Transport	Yes
N827UA	1022	AIRBUS INDUSTRIE	A319-131	Fixed Wing Multi-Engine	None	None	1999	Corporation	04/01/2013	04/30/2019	Turbo-jet	No	52646237	NO	IAE	V2500SERIES	06/21/1999	Standard	Transport	No
N828AW	1552	AIRBUS INDUSTRIE	A319-132	Fixed Wing Multi-Engine	None	None	None	Corporation	01/25/2005	05/31/2019	Turbo-jet	No	52647250	NO	Unknown	Unknown	None	Unknown	None	No
N828DN	31939	BOEING	737-932ER	Fixed Wing Multi-Engine	None	None	2014	Corporation	10/15/2014	10/31/2020	Turbo-fan	No	52647353	NO	CFM INTL	CFM56-7B27E	10/12/2014	Standard	Transport	Yes
N828JB	5723	AIRBUS	A320-232	Fixed Wing Multi-Engine	None	None	2013	Corporation	08/14/2013	08/31/2019	Turbo-fan	No	52647535	NO	IAE	V2527-A5	08/16/2013	Standard	Transport	No
N828MH	29699	BOEING	767-432ER	Fixed Wing Multi-Engine	None	None	2000	Corporation	08/14/2000	02/28/2021	Turbo-fan	No	52647656	NO	GE	CF6-80 SERIES	08/10/2000	Standard	Transport	Yes
N828UA	1031	AIRBUS INDUSTRIE	A319-131	Fixed Wing Multi-Engine	None	None	1999	Corporation	04/01/2013	04/30/2019	Turbo-jet	No	52650126	NO	IAE	V2500SERIES	06/25/1999	Standard	Transport	No
N829AW	1563	AIRBUS INDUSTRIE	A319-132	Fixed Wing Multi-Engine	None	None	None	Corporation	02/02/2005	08/31/2019	Turbo-jet	No	52651137	NO	Unknown	Unknown	None	Unknown	None	No
N829DN	31941	BOEING	737-932ER	Fixed Wing Multi-Engine	None	None	2014	Corporation	11/14/2014	11/30/2020	Turbo-fan	No	52651242	NO	CFM INTL	CFM56-7B27E	11/14/2014	Standard	Transport	Yes
N829MH	29700	BOEING	767-432ER	Fixed Wing Multi-Engine	None	None	2000	Corporation	08/24/2000	02/28/2021	Turbo-fan	No	52651545	NO	GE	CF6-80 SERIES	08/22/2000	Standard	Transport	Yes
N829UA	1211	AIRBUS INDUSTRIE	A319-131	Fixed Wing Multi-Engine	None	None	2000	Corporation	04/01/2013	04/30/2019	Turbo-jet	No	52652015	NO	IAE	V2500SERIES	06/01/2000	Standard	Transport	No
N83	FF-18	BEECH	300	Fixed Wing Multi-Engine	None	None	1988	Government	11/25/1988	03/31/2022	Turbo-prop	No	52653000	NO	P&W CANADA	PT6A-60A	11/21/1988	Standard	Normal	No
N8301J	36980	BOEING	737-8H4	Fixed Wing Multi-Engine	None	None	2012	Corporation	03/08/2012	03/31/2021	Turbo-fan	No	52655336	NO	CFM INTL	CFM56-7B27	03/07/2012	Standard	Transport	Yes
N8302F	36680	BOEING	737-8H4	Fixed Wing Multi-Engine	None	None	2012	Corporation	03/27/2012	03/31/2021	Turbo-fan	No	52655376	NO	CFM INTL	CFM56-7B27	03/25/2012	Standard	Transport	Yes
N8303R	36681	BOEING	737-8H4	Fixed Wing Multi-Engine	None	None	None	Corporation	04/27/2012	04/30/2021	Turbo-fan	No	52655453	NO	Unknown	Unknown	None	Unknown	None	No
N8305E	36683	BOEING	737-8H4	Fixed Wing Multi-Engine	None	None	2012	Corporation	05/04/2012	05/31/2021	Turbo-fan	No	52655546	NO	CFM INTL	CFM56-7B27	04/20/2012	Standard	Transport	Yes
N8306H	36983	BOEING	737-8H4	Fixed Wing Multi-Engine	None	None	2012	Corporation	05/14/2012	05/31/2021	Turbo-fan	No	52655614	NO	CFM INTL	CFM56-7B27	04/26/2012	Standard	Transport	Yes
N8307K	36987	BOEING	737-8H4	Fixed Wing Multi-Engine	None	None	2012	Corporation	05/18/2012	05/31/2021	Turbo-fan	No	52655661	NO	CFM INTL	CFM56-7B27E	05/04/2012	Standard	Transport	No
N8308K	36682	BOEING	737-8H4	Fixed Wing Multi-Engine	None	None	2012	Corporation	05/29/2012	05/31/2021	Turbo-fan	No	52655724	NO	CFM INTL	CFM56-7B27	05/14/2012	Standard	Transport	Yes
N8309C	36985	BOEING	737-8H4	Fixed Wing Multi-Engine	None	None	2012	Corporation	06/01/2012	06/30/2021	Turbo-fan	No	52655760	NO	CFM INTL	CFM56-7B27	05/15/2012	Standard	Transport	Yes
N830AW	1565	AIRBUS INDUSTRIE	A319-132	Fixed Wing Multi-Engine	None	None	None	Corporation	02/02/2005	08/31/2019	Turbo-jet	No	52654157	NO	Unknown	Unknown	None	Unknown	None	No
N830DN	31940	BOEING	737-932ER	Fixed Wing Multi-Engine	None	None	2014	Corporation	11/21/2014	11/30/2020	Turbo-fan	No	52654262	NO	CFM INTL	CFM56-7B27E	11/21/2014	Standard	Transport	Yes
N830MH	29701	BOEING	767-432ER	Fixed Wing Multi-Engine	None	None	2000	Corporation	09/15/2000	05/31/2021	Turbo-fan	No	52654565	NO	GE	CF6-80 SERIES	09/13/2000	Standard	Transport	Yes
N830UA	1243	AIRBUS INDUSTRIE	A319-131	Fixed Wing Multi-Engine	None	None	2000	Corporation	04/01/2013	04/30/2019	Turbo-jet	No	52655035	NO	IAE	V2500SERIES	07/05/2000	Standard	Transport	No
N8310C	38807	BOEING	737-8H4	Fixed Wing Multi-Engine	None	None	2012	Corporation	06/15/2012	06/30/2021	Turbo-fan	No	52657154	NO	CFM INTL	CFM56-7B27	05/30/2012	Standard	Transport	Yes
N8311Q	38808	BOEING	737-8H4	Fixed Wing Multi-Engine	None	None	2012	Corporation	06/26/2012	06/30/2021	Turbo-fan	No	52657233	NO	CFM INTL	CFM56-7B26E	06/12/2012	Standard	Transport	Yes
N8312C	38809	BOEING	737-8H4	Fixed Wing Multi-Engine	None	None	2012	Corporation	07/09/2012	07/31/2021	Turbo-fan	No	52657262	NO	CFM INTL	CFM56-7B27E	06/22/2012	Standard	Transport	Yes
N8313F	38810	BOEING	737-8H4	Fixed Wing Multi-Engine	None	None	2012	Corporation	07/12/2012	07/31/2021	Turbo-fan	No	52657330	NO	CFM INTL	CFM56-7B27E	06/28/2012	Standard	Transport	Yes
N8314L	36990	BOEING	737-8H4	Fixed Wing Multi-Engine	None	None	2012	Corporation	07/20/2012	07/31/2021	Turbo-fan	No	52657400	NO	CFM INTL	CFM56-7B27E	07/09/2012	Standard	Transport	Yes
N8315C	38811	BOEING	737-8H4	Fixed Wing Multi-Engine	None	None	2012	Corporation	07/25/2012	07/31/2021	Turbo-fan	No	52657433	NO	CFM INTL	CFM56-7B27E	07/13/2012	Standard	Transport	Yes
N8316H	36684	BOEING	737-8H4	Fixed Wing Multi-Engine	None	None	2012	Corporation	08/02/2012	08/31/2021	Turbo-fan	No	52657503	NO	CFM INTL	CFM56-7B27E	07/23/2012	Standard	Transport	Yes
N8317M	36992	BOEING	737-8H4	Fixed Wing Multi-Engine	None	None	2012	Corporation	08/09/2012	08/31/2021	Turbo-fan	No	52657552	NO	CFM INTL	CFM56-7B27E	07/31/2012	Standard	Transport	Yes
N8318F	36685	BOEING	737-8H4	Fixed Wing Multi-Engine	None	None	2012	Corporation	08/28/2012	08/31/2021	Turbo-fan	No	52657607	NO	CFM INTL	CFM56-7B27E	08/17/2012	Standard	Transport	Yes
N8319F	36994	BOEING	737-8H4	Fixed Wing Multi-Engine	None	None	2012	Corporation	09/14/2012	09/30/2021	Turbo-fan	No	52657652	NO	CFM INTL	CFM56-7B27E	08/27/2012	Standard	Transport	Yes
N831AW	1576	AIRBUS INDUSTRIE	A319-132	Fixed Wing Multi-Engine	None	None	2001	Corporation	02/17/2005	08/31/2019	Turbo-jet	No	52656046	NO	IAE	V2500SERIES	12/03/2001	Standard	Transport	No
N831DN	31942	BOEING	737-932ER	Fixed Wing Multi-Engine	None	None	2014	Corporation	12/23/2014	12/31/2020	Turbo-fan	No	52656151	NO	CFM INTL	CFM56-7B27E	12/22/2014	Standard	Transport	Yes
N831MH	29702	BOEING	767-432ER	Fixed Wing Multi-Engine	None	None	2000	Corporation	09/21/2000	05/31/2021	Turbo-fan	No	52656454	NO	GE	CF6-80 SERIES	09/19/2000	Standard	Transport	Yes
N831MQ	S112A5B00334	3D ROBOTICS	SOLO	Rotorcraft	None	None	None	Government	10/31/2017	10/31/2020	Electric	No	52656463	NO	Unknown	Unknown	None	Unknown	None	No
N831UA	1291	AIRBUS INDUSTRIE	A319-131	Fixed Wing Multi-Engine	None	None	2000	Corporation	04/01/2013	04/30/2019	Turbo-jet	No	52656724	NO	IAE	V2500SERIES	09/22/2000	Standard	Transport	No
N8320J	36686	BOEING	737-8H4	Fixed Wing Multi-Engine	None	None	2012	Corporation	09/17/2012	09/30/2021	Turbo-fan	No	52661051	NO	CFM INTL	CFM56-7B27E	08/28/2012	Standard	Transport	Yes
N8321D	36687	BOEING	737-8H4	Fixed Wing Multi-Engine	None	None	2012	Corporation	10/10/2012	10/31/2021	Turbo-fan	No	52661107	NO	CFM INTL	CFM56-7B27E	09/25/2012	Standard	Transport	Yes
N8322X	36997	BOEING	737-8H4	Fixed Wing Multi-Engine	None	None	2012	Corporation	10/18/2012	10/31/2021	Turbo-fan	No	52661174	NO	CFM INTL	CFM56-7B27E	09/27/2012	Standard	Transport	Yes
N8323C	37005	BOEING	737-8H4	Fixed Wing Multi-Engine	None	None	2012	Corporation	11/09/2012	11/30/2021	Turbo-fan	No	52661214	NO	CFM INTL	CFM56-7B27E	10/31/2012	Standard	Transport	Yes
N8324A	35966	BOEING	737-8H4	Fixed Wing Multi-Engine	None	None	2012	Corporation	11/15/2012	11/30/2021	Turbo-fan	No	52661255	NO	CFM INTL	CFM56-7B27E	11/02/2012	Standard	Transport	No
N8325D	37003	BOEING	737-8H4	Fixed Wing Multi-Engine	None	None	2012	Corporation	11/30/2012	11/30/2021	Turbo-fan	No	52661323	NO	CFM INTL	CFM56-7B27E	11/13/2012	Standard	Transport	Yes
N8326F	35969	BOEING	737-8H4	Fixed Wing Multi-Engine	None	None	2012	Corporation	12/10/2012	12/31/2021	Turbo-fan	No	52661370	NO	CFM INTL	CFM56-7B27E	11/21/2012	Standard	Transport	Yes
N8327A	37009	BOEING	737-8H4	Fixed Wing Multi-Engine	None	None	2012	Corporation	12/28/2012	12/31/2021	Turbo-fan	No	52661426	NO	CFM INTL	CFM56-7B27E	12/10/2012	Standard	Transport	Yes
N8328A	38818	BOEING	737-8H4	Fixed Wing Multi-Engine	None	None	2012	Corporation	01/03/2013	01/31/2019	Turbo-fan	No	52661471	NO	CFM INTL	CFM56-7B27E	12/13/2012	Standard	Transport	Yes
N8329B	37006	BOEING	737-8H4	Fixed Wing Multi-Engine	None	None	2012	Corporation	01/08/2013	01/31/2019	Turbo-fan	No	52661535	NO	CFM INTL	CFM56-7B27E	12/15/2012	Standard	Transport	Yes
N832AW	1643	AIRBUS INDUSTRIE	A319-132	Fixed Wing Multi-Engine	None	None	2001	Corporation	02/17/2005	08/31/2019	Turbo-jet	No	52657735	NO	IAE	V2500SERIES	01/23/2002	Standard	Transport	No
N832DN	31943	BOEING	737-932ER	Fixed Wing Multi-Engine	None	None	2015	Corporation	01/22/2015	01/31/2021	Turbo-fan	No	52660040	NO	CFM INTL	CFM56-7B27E	01/22/2015	Standard	Transport	Yes
N832MH	29704	BOEING	767-432ER	Fixed Wing Multi-Engine	None	None	2000	Corporation	09/27/2000	05/31/2021	Turbo-fan	No	52660343	NO	GE	CF6-80 SERIES	09/25/2000	Standard	Transport	Yes
N832UA	1321	AIRBUS INDUSTRIE	A319-131	Fixed Wing Multi-Engine	None	None	2000	Corporation	04/01/2013	04/30/2019	Turbo-jet	No	52660613	NO	IAE	V2500SERIES	10/16/2000	Standard	Transport	No
N833AW	1844	AIRBUS	A319-132	Fixed Wing Multi-Engine	None	None	2002	Corporation	02/17/2005	08/31/2019	Turbo-fan	No	52661624	NO	IAE	V2500SERIES	12/09/2002	Standard	Transport	No
N833DN	31944	BOEING	737-932ER	Fixed Wing Multi-Engine	None	None	2015	Corporation	01/28/2015	01/31/2021	Turbo-fan	No	52661727	NO	CFM INTL	CFM56-7B27E	01/28/2015	Standard	Transport	Yes
N833MH	29706	BOEING	767-432ER	Fixed Wing Multi-Engine	None	None	2000	Corporation	10/16/2000	08/31/2021	Turbo-fan	No	52662232	NO	GE	CF6-80 SERIES	10/13/2000	Standard	Transport	Yes
N833UA	1401	AIRBUS INDUSTRIE	A319-131	Fixed Wing Multi-Engine	None	None	2000	Corporation	04/01/2013	04/30/2019	Turbo-jet	No	52662502	NO	IAE	V2500SERIES	02/12/2001	Standard	Transport	No
N834AW	2302	AIRBUS	A319-132	Fixed Wing Multi-Engine	None	None	None	Corporation	10/04/2004	07/31/2021	Turbo-fan	No	52663513	NO	Unknown	Unknown	None	Unknown	None	No
N834DN	31946	BOEING	737-932ER	Fixed Wing Multi-Engine	None	None	2015	Corporation	02/27/2015	02/28/2021	Turbo-fan	No	52663616	NO	CFM INTL	CFM56-7B27E	02/22/2015	Standard	Transport	Yes
N834JB	5782	AIRBUS	A320-232	Fixed Wing Multi-Engine	None	None	2013	Corporation	09/27/2013	09/30/2019	Turbo-fan	No	52664000	NO	IAE	V2527-A5	09/28/2013	Standard	Transport	No
N834MH	29707	BOEING	767-432ER	Fixed Wing Multi-Engine	None	None	2000	Corporation	11/07/2000	11/30/2018	Turbo-fan	No	52664121	NO	GE	CF6-80 SERIES	11/05/2000	Standard	Transport	Yes
N834UA	1420	AIRBUS INDUSTRIE	A319-131	Fixed Wing Multi-Engine	None	None	2001	Corporation	04/01/2013	04/30/2019	Turbo-jet	No	52664371	NO	IAE	V2500SERIES	03/01/2001	Standard	Transport	No
N835AW	2458	AIRBUS	A319-132	Fixed Wing Multi-Engine	None	None	None	Corporation	02/21/2013	02/28/2022	Turbo-fan	No	52665402	NO	Unknown	Unknown	None	Unknown	None	No
N835DN	31945	BOEING	737-932ER	Fixed Wing Multi-Engine	None	None	2015	Corporation	03/02/2015	03/31/2021	Turbo-fan	No	52665505	NO	CFM INTL	CFM56-7B27E	02/27/2015	Standard	Transport	Yes
N835MH	29708	BOEING	767-432ER	Fixed Wing Multi-Engine	None	None	2000	Corporation	11/07/2000	11/30/2018	Turbo-fan	No	52666010	NO	GE	CF6-80 SERIES	11/03/2000	Standard	Transport	Yes
N835UA	1426	AIRBUS INDUSTRIE	A319-131	Fixed Wing Multi-Engine	None	None	2001	Corporation	04/01/2013	04/30/2019	Turbo-jet	No	52666260	NO	IAE	V2500SERIES	03/01/2001	Standard	Transport	No
N835VA	4448	AIRBUS	A320-214	Fixed Wing Multi-Engine	None	None	2010	Corporation	08/18/2015	08/31/2021	Turbo-fan	No	52666311	NO	CFM INTL	CFM56-5B4	09/28/2010	Standard	Transport	No
N836AW	2570	AIRBUS	A319-132	Fixed Wing Multi-Engine	None	None	2005	Corporation	11/23/2009	01/31/2022	Turbo-fan	No	52667271	NO	IAE	V2500SERIES	10/13/2005	Standard	Transport	No
N836DN	31947	BOEING	737-932ER	Fixed Wing Multi-Engine	None	None	2015	Corporation	03/19/2015	03/31/2021	Turbo-fan	No	52667374	NO	CFM INTL	CFM56-7B27E	03/18/2015	Standard	Transport	No
N836MH	29709	BOEING	767-432ER	Fixed Wing Multi-Engine	None	None	2000	Corporation	01/31/2001	05/31/2019	Turbo-fan	No	52667677	NO	GE	CF6-80 SERIES	12/12/2000	Standard	Transport	Yes
N836UA	1460	AIRBUS INDUSTRIE	A319-131	Fixed Wing Multi-Engine	None	None	2001	Corporation	04/01/2013	04/30/2019	Turbo-jet	No	52670147	NO	IAE	V2500SERIES	05/11/2001	Standard	Transport	No
N836VA	4480	AIRBUS	A320-214	Fixed Wing Multi-Engine	None	None	2010	Corporation	08/18/2015	08/31/2021	Turbo-fan	No	52670200	NO	CFM INTL	CFM56-5B4	10/30/2010	Standard	Transport	No
N837AW	2595	AIRBUS	A319-132	Fixed Wing Multi-Engine	None	None	2005	Corporation	11/24/2009	01/31/2022	Turbo-fan	No	52671160	NO	IAE	V2500SERIES	11/05/2005	Standard	Transport	No
N837DN	31948	BOEING	737-932ER	Fixed Wing Multi-Engine	None	None	2015	Corporation	03/26/2015	03/31/2021	Turbo-fan	No	52671263	NO	CFM INTL	CFM56-7B27E	03/19/2015	Standard	Transport	Yes
N837MH	29710	BOEING	767-432ER	Fixed Wing Multi-Engine	None	None	2000	Corporation	12/21/2000	05/31/2019	Turbo-fan	No	52671566	NO	GE	CF6-80 SERIES	12/19/2000	Standard	Transport	Yes
N837UA	1474	AIRBUS INDUSTRIE	A319-131	Fixed Wing Multi-Engine	None	None	2001	Corporation	04/01/2013	04/30/2019	Turbo-jet	No	52672036	NO	IAE	V2500SERIES	05/11/2001	Standard	Transport	No
N837VA	4558	AIRBUS	A320-214	Fixed Wing Multi-Engine	None	None	2011	Corporation	01/21/2011	01/31/2020	Turbo-fan	No	52672067	NO	CFM INTL	CFM56-5B4	01/22/2011	Standard	Transport	No
N838AW	2615	AIRBUS	A319-132	Fixed Wing Multi-Engine	None	None	2005	Corporation	11/17/2005	10/31/2021	Turbo-fan	No	52673047	NO	IAE	V2500SERIES	11/18/2005	Standard	Transport	No
N838DN	31949	BOEING	737-932ER	Fixed Wing Multi-Engine	None	None	2015	Corporation	04/15/2015	04/30/2021	Turbo-fan	No	52673152	NO	CFM INTL	CFM56-7B27E	04/12/2015	Standard	Transport	Yes
N838MH	29711	BOEING	767-432ER	Fixed Wing Multi-Engine	None	None	2001	Corporation	01/12/2001	06/30/2019	Turbo-fan	No	52673455	NO	GE	CF6-80 SERIES	01/10/2001	Standard	Transport	Yes
N838UA	1477	AIRBUS INDUSTRIE	A319-131	Fixed Wing Multi-Engine	None	None	2001	Corporation	04/01/2013	04/30/2019	Turbo-jet	No	52673725	NO	IAE	V2500SERIES	05/11/2001	Standard	Transport	No
N838VA	4559	AIRBUS	A320-214	Fixed Wing Multi-Engine	None	None	2011	Corporation	08/18/2015	08/31/2021	Turbo-fan	No	52673756	NO	CFM INTL	CFM56-5B4	01/26/2011	Standard	Transport	No
N839AW	2669	AIRBUS	A319-132	Fixed Wing Multi-Engine	None	None	2006	Corporation	12/13/2017	12/31/2020	Turbo-fan	No	52674736	NO	IAE	V2500SERIES	02/02/2006	Standard	Transport	No
N839DN	31950	BOEING	737-932ER	Fixed Wing Multi-Engine	None	None	2015	Corporation	04/22/2015	04/30/2021	Turbo-fan	No	52675041	NO	CFM INTL	CFM56-7B27E	04/15/2015	Standard	Transport	Yes
N839MH	29712	BOEING	767-432ER	Fixed Wing Multi-Engine	None	None	2001	Corporation	01/29/2001	06/30/2019	Turbo-fan	No	52675344	NO	GE	CF6-80 SERIES	01/26/2001	Standard	Transport	Yes
